日期,身份別,期貨多方交易口數,選擇權多方交易口數,期貨多方交易契約金額(千元),選擇權多方交易契約金額(千元),期貨空方交易口數,選擇權空方交易口數,期貨空方交易契約金額(千元),選擇權空方交易契約金額(千元),期貨多空交易口數淨額,選擇權多空交易口數淨額,期貨多空交易契約金額淨額(千元),選擇權多空交易契約金額淨額(千元),期貨多方未平倉口數,選擇權多方未平倉口數,期貨多方未平倉契約金額(千元),選擇權多方未平倉契約金額(千元),期貨空方未平倉口數,選擇權空方未平倉口數,期貨空方未平倉契約金額(千元),選擇權空方未平倉契約金額(千元),期貨多空未平倉口數淨額,選擇權多空未平倉口數淨額,期貨多空未平倉契約金額淨額(千元),選擇權多空未平倉契約金額淨額(千元)
2019/01/16,自營商,57145,312161,53739782,465871,58802,319453,53380047,482824,-1657,-7292,359735,-16953.0,45057,110344,26485077,453555,68433,104474,33268774,381677,-23376,5870,-6783697,71878
2019/01/16,投信,572,217,1112351,479,745,1450,1453148,3841,-173,-1233,-340797,-3362.0,5544,261,6468700,596,30838,1550,54553138,4188,-25294,-1289,-48084438,-3592
2019/01/16,外資及陸資,122665,108681,147587838,243586,128513,106968,154186335,249674,-5848,1713,-6598497,-6088.0,83428,124681,127474517,715383,29375,94647,28745987,597268,54053,30034,98728530,118115
2019/01/17,自營商,45679,247386,39804375,651856,47017,244151,42307196,605446,-1338,3235,-2502821,46410.0,47584,153469,27522754,589072,72250,144392,36818809,479948,-24666,9077,-9296055,109124
2019/01/17,投信,3,0,5868,0,4,0,7820,0,-1,0,-1952,0.0,5543,261,6475863,479,30838,1550,54646993,3200,-25295,-1289,-48171130,-2721
2019/01/17,外資及陸資,140292,93265,158790250,278148,132310,82013,148927640,261686,7982,11252,9862610,16462.0,95665,147894,140715275,725040,33630,106608,31977486,591707,62035,41286,108737789,133333
2019/01/18,自營商,43238,249518,36762641,530340,42596,243663,34434511,474631,642,5855,2328130,55709.0,49573,188754,29133020,637550,73498,173815,36178130,495409,-23925,14939,-7045110,142141
2019/01/18,投信,328,0,634552,0,91,730,178697,1713,237,-730,455855,-1713.0,5473,261,6371594,351,30531,2280,54290969,3752,-25058,-2019,-47919375,-3401
2019/01/18,外資及陸資,139688,79071,150844911,241966,138797,76986,149798466,236300,891,2085,1046445,5666.0,101243,152785,147264419,700449,38317,109414,37020592,559134,62926,43371,110243827,141315
2019/01/21,自營商,48076,279121,40131473,528416,47834,268853,40605935,506294,242,10268,-474462,22122.0,51922,211307,30658455,674477,75530,186113,38202422,524378,-23608,25194,-7543967,150099
2019/01/21,投信,234,0,461702,0,644,200,1270878,343,-410,-200,-809176,-343.0,4842,261,5154296,266,30310,2480,54093277,2543,-25468,-2219,-48938981,-2277
2019/01/21,外資及陸資,133828,95904,151837991,307417,131036,93666,150616452,287581,2792,2238,1221539,19836.0,102770,163657,152120564,715822,40679,118048,40187000,549165,62091,45609,111933564,166657
2019/01/22,自營商,40427,200050,30091325,360990,37909,226246,27555186,401825,2518,-26196,2536139,-40835.0,54380,211789,32053583,683735,75395,212741,37024750,578247,-21015,-952,-4971167,105488
2019/01/22,投信,56,2030,52868,775,429,1500,844813,7840,-373,530,-791945,-7065.0,4838,261,5115017,263,30679,1950,54694870,9073,-25841,-1689,-49579853,-8810
2019/01/22,外資及陸資,94555,73592,97927805,205065,95255,75037,97191771,211284,-700,-1445,736034,-6219.0,102647,166912,151016193,710714,41274,122748,38650919,559750,61373,44164,112365274,150964
2019/01/23,自營商,34697,290639,33320782,416062,35312,309139,32696184,490648,-615,-18500,624598,-74586.0,55009,166607,31806145,574441,75655,173929,36116337,551233,-20646,-7322,-4310192,23208
2019/01/23,投信,146,178,246229,125,733,177,1439354,6,-587,1,-1193125,119.0,4859,265,5143837,348,31287,1953,55783863,8505,-26428,-1688,-50640026,-8157
2019/01/23,外資及陸資,107689,106051,126138615,262101,117112,103778,139873831,270693,-9423,2273,-13735216,-8592.0,97344,158400,139625957,682740,45332,113524,41255054,544294,52012,44876,98370903,138446
2019/01/24,自營商,37423,173136,33340905,355179,36417,172084,30930420,354516,1006,1052,2410485,663.0,55410,184100,33742233,584342,75419,190369,35660731,565219,-20009,-6269,-1918498,19123
2019/01/24,投信,29,0,57142,0,35,0,69018,0,-6,0,-11876,0.0,4840,265,5128000,225,31274,1953,55991785,7136,-26434,-1688,-50863785,-6911
2019/01/24,外資及陸資,116276,66711,133579518,214462,109889,66753,125256097,205009,6387,-42,8323421,9453.0,101828,165638,145830149,661387,43432,120804,38716575,515474,58396,44834,107113574,145913
2019/01/25,自營商,42634,288919,38954814,558478,44269,254126,44853676,433120,-1635,34793,-5898862,125358.0,55527,224959,33187200,728952,77516,196404,40990011,590064,-21989,28555,-7802811,138888
2019/01/25,投信,33,0,65789,0,56,0,111636,0,-23,0,-45847,0.0,4787,265,5080853,130,31244,1953,56553057,5442,-26457,-1688,-51472204,-5312
2019/01/25,外資及陸資,132668,100993,158177479,319849,114151,90516,135377884,299499,18517,10477,22799595,20350.0,117769,186574,167117728,727234,40862,131263,35973491,534239,76907,55311,131144237,192995
2019/01/28,自營商,29845,204743,26496136,317472,31652,212500,25761289,344092,-1807,-7757,734847,-26620.0,56270,232603,34581144,717960,80279,211777,41661322,616828,-24009,20826,-7080178,101132
2019/01/28,投信,4,1500,7999,3156,63,1850,125981,8148,-59,-350,-117982,-4992.0,4762,265,5038343,111,31278,2303,56720959,10248,-26516,-2038,-51682616,-10137
2019/01/28,外資及陸資,95014,73218,108908432,215822,98376,69573,113945807,205747,-3362,3645,-5037375,10075.0,115434,191602,164050607,729886,41889,132646,37722119,522533,73545,58956,126328488,207353
2019/01/29,自營商,40246,275493,40860365,419866,41917,325142,37134867,516946,-1671,-49649,3725498,-97080.0,55070,218176,35097556,665725,80984,246868,38416534,652714,-25914,-28692,-3318978,13011
2019/01/29,投信,3,0,5954,0,1033,0,2048100,0,-1030,0,-2042146,0.0,4722,265,4928489,131,32268,2303,58315477,12190,-27546,-2038,-53386988,-12059
2019/01/29,外資及陸資,111934,103420,132049141,284932,126039,112915,148785439,338061,-14105,-9495,-16736298,-53129.0,102237,194869,149698211,698560,42797,145408,40942804,566650,59440,49461,108755407,131910
2019/01/30,自營商,31893,273631,30128755,423751,35342,274842,31756841,433216,-3449,-1211,-1628086,-9465.0,52560,166742,33291962,612319,81981,187352,38195943,617275,-29421,-20610,-4903981,-4956
2019/01/30,投信,117,172,232731,224,170,526,334009,1295,-53,-354,-101278,-1071.0,4731,261,4945969,410,32330,2653,58440435,13695,-27599,-2392,-53494466,-13285
2019/01/30,外資及陸資,86788,88562,101197584,230047,91266,90924,105498147,233268,-4478,-2362,-4300563,-3221.0,97946,180497,145349637,719649,42939,138086,40863787,581527,55007,42411,104485850,138122
2019/02/11,自營商,51503,325520,45800047,471726,51271,312184,45570647,436895,232,13336,229400,34831.0,54547,170090,34135296,510352,84265,181150,38870874,480296,-29718,-11060,-4735578,30056
2019/02/11,投信,280,171,376637,20,223,172,445895,1,57,-1,-69258,19.0,4738,260,5005502,58,32280,2653,58970384,5732,-27542,-2393,-53964882,-5674
2019/02/11,外資及陸資,110883,54243,129978735,152768,103434,46631,122292201,137328,7449,7612,7686534,15440.0,101687,189796,151932632,565568,39290,142188,38973003,431702,62397,47608,112959629,133866
2019/02/12,自營商,42269,249397,35538361,327657,43823,234123,32703636,301596,-1554,15274,2834725,26061.0,57199,205783,39197152,596992,89146,201711,41121629,547416,-31947,4072,-1924477,49576
2019/02/12,投信,359,41,719531,142,100,46,201564,7,259,-5,517967,135.0,4715,255,5000100,155,31998,2653,58912364,3833,-27283,-2398,-53912264,-3678
2019/02/12,外資及陸資,89743,68097,96893950,179498,80450,69428,84539630,175292,9293,-1331,12354320,4206.0,108915,201704,162124790,638182,37252,155427,35790296,456126,71663,46277,126334494,182056
2019/02/13,自營商,48261,326415,42466692,418377,47646,374235,38254183,514295,615,-47820,4212509,-95918.0,58572,187038,41302877,562227,89910,223716,39050072,601318,-31338,-36678,2252805,-39091
2019/02/13,投信,36,1293,72586,1141,168,1293,338297,3984,-132,0,-265711,-2843.0,4739,255,5058090,384,32154,2653,59234836,6616,-27415,-2398,-54176746,-6232
2019/02/13,外資及陸資,103405,100860,110186435,235149,110210,100580,121891997,236532,-6805,280,-11705562,-1383.0,104035,199603,156421631,638814,39194,156697,41764420,466893,64841,42906,114657211,171921
2019/02/14,自營商,43577,221589,36534280,362225,47067,198027,40225559,318483,-3490,23562,-3691279,43742.0,56996,222013,38284865,597375,92598,235120,39717225,590488,-35602,-13107,-1432360,6887
2019/02/14,投信,454,125,890862,741,481,118,946050,193,-27,7,-55188,548.0,4724,255,5021361,380,32166,2646,59214458,5899,-27442,-2391,-54193097,-5519
2019/02/14,外資及陸資,105330,67401,121129948,197630,100679,69060,113410182,191040,4651,-1659,7719766,6590.0,104598,205275,157039546,632095,35199,164028,34752147,468063,69399,41247,122287399,164032
2019/02/15,自營商,51365,199821,46723415,382188,53261,202807,47900637,403725,-1896,-2986,-1177222,-21537.0,56897,232685,37547031,612444,94224,248794,40118808,604684,-37327,-16109,-2571777,7760
2019/02/15,投信,8800,200,16681945,194,9110,0,17295967,0,-310,200,-614022,194.0,4693,255,4934239,455,32445,2446,59545506,6339,-27752,-2191,-54611267,-5884
2019/02/15,外資及陸資,143401,91361,170876744,289268,140767,97346,168746596,275859,2634,-5985,2130148,13409.0,106662,218265,158646349,649396,34629,183003,34709152,497908,72033,35262,123937197,151488
2019/02/18,自營商,54893,282973,52236613,471369,53475,263232,52792602,384424,1418,19741,-555989,86945.0,59840,255420,42153038,713158,96610,251664,45307058,657799,-36770,3756,-3154020,55359
2019/02/18,投信,14343,965,26506417,590,13328,963,24437307,3518,1015,2,2069110,-2928.0,4662,255,4926570,240,31399,2444,57989461,7395,-26737,-2189,-53062891,-7155
2019/02/18,外資及陸資,136205,96419,174449845,311044,130571,85674,170330920,288031,5634,10745,4118925,23013.0,109534,236577,167661326,806932,34558,190570,38371354,572937,74976,46007,129289972,233995
2019/02/19,自營商,46031,188323,43846994,242602,45009,211598,39688999,279314,1022,-23275,4157995,-36712.0,63861,256373,49870106,709202,96216,275846,48888424,690621,-32355,-19473,981682,18581
2019/02/19,投信,12398,81,18604945,405,12395,30,18599526,66,3,51,5419,339.0,4662,305,4927843,398,31396,2443,58031296,6820,-26734,-2138,-53103453,-6422
2019/02/19,外資及陸資,117933,62721,161794084,159591,116353,67661,159260544,165463,1580,-4940,2533540,-5872.0,119871,243477,187855202,813907,43324,202410,55933380,587272,76547,41067,131921822,226635
2019/02/20,自營商,72528,459593,75426171,767870,78693,397016,84251063,594908,-6165,62577,-8824892,172962.0,46509,134365,32547839,381262,77846,114183,43471381,308171,-31337,20182,-10923542,73091
2019/02/20,投信,1153,255,2356986,759,769,205,1544294,49,384,50,812692,710.0,4592,356,4836630,598,30962,2241,57703780,4417,-26370,-1885,-52867150,-3819
2019/02/20,外資及陸資,124282,129863,156928616,308805,112137,112301,141409682,281077,12145,17562,15518934,27728.0,102203,162214,168514205,642037,22987,103814,26103477,415295,79216,58400,142410728,226742
2019/02/21,自營商,37617,227769,33611627,531081,39253,232755,31316016,512743,-1636,-4986,2295611,18338.0,51693,155917,37520818,448698,84666,140769,46236872,362439,-32973,15148,-8716054,86259
2019/02/21,投信,31,0,63811,0,13,0,25325,0,18,0,38486,0.0,4594,356,4875634,375,30946,2241,58101738,3417,-26352,-1885,-53226104,-3042
2019/02/21,外資及陸資,99124,73582,113455966,221024,101644,78129,113749534,232648,-2520,-4547,-293568,-11624.0,102921,176198,168396999,697990,26261,122345,25202895,459421,76660,53853,143194104,238569
2019/02/22,自營商,33423,181121,29498246,355331,34162,200577,26390394,397203,-739,-19456,3107852,-41872.0,52624,170581,38774277,442096,86378,174732,44383574,404031,-33754,-4151,-5609297,38065
2019/02/22,投信,85,2000,111363,2632,14,2120,28743,6995,71,-120,82620,-4363.0,4584,356,4858054,355,30865,2361,57920267,6942,-26281,-2005,-53062213,-6587
2019/02/22,外資及陸資,99897,74009,112806335,223824,109599,75953,126409528,234224,-9702,-1944,-13603193,-10400.0,97799,188870,157221900,686742,30844,137138,27874188,475942,66955,51732,129347712,210800
2019/02/25,自營商,44753,315997,39562304,552586,46716,302461,40763052,476248,-1963,13536,-1200748,76338.0,53309,200979,40301468,526147,88996,191432,47199742,432212,-35687,9547,-6898274,93935
2019/02/25,投信,226,0,468624,0,7,0,14514,0,219,0,454110,0.0,4585,356,4913539,239,30647,2361,57805843,5034,-26062,-2005,-52892304,-4795
2019/02/25,外資及陸資,120719,101057,133978929,280603,120237,89648,134864111,265708,482,11409,-885182,14895.0,98742,202445,157713255,728012,31317,139565,28493551,480465,67425,62880,129219704,247547
2019/02/26,自營商,41109,275310,38198087,434823,38965,286079,36456038,458095,2144,-10769,1742049,-23272.0,55832,208658,40763772,553247,89354,209739,45867377,474686,-33522,-1081,-5103605,78561
2019/02/26,投信,1,0,2071,0,450,0,918117,0,-449,0,-916046,0.0,4570,356,4870766,276,31081,2361,58613313,5582,-26511,-2005,-53742547,-5306
2019/02/26,外資及陸資,104987,104291,119620985,283744,105008,94844,118013122,261139,-21,9447,1607863,22605.0,99945,211386,159021962,755343,32541,139217,28389753,495157,67404,72169,130632209,260186
2019/02/27,自營商,37301,276103,33095386,392619,37171,266403,35113934,373020,130,9700,-2018548,19599.0,55698,172840,37408410,522302,88877,160670,44398129,420192,-33179,12170,-6989719,102110
2019/02/27,投信,0,121,0,51,310,123,642594,1,-310,-2,-642594,50.0,4563,354,4860634,300,31384,2361,59293065,5433,-26821,-2007,-54432431,-5133
2019/02/27,外資及陸資,84505,82982,94291662,213396,86341,81194,95947698,203305,-1836,1788,-1656036,10091.0,101588,195474,161932185,754609,36071,116727,32893064,478856,65517,78747,129039121,275753
2019/03/04,自營商,40404,225491,43388223,375034,43022,264078,38898177,473916,-2618,-38587,4490046,-98882.0,54574,188315,37516970,472559,90362,214732,40023919,472334,-35788,-26417,-2506949,225
2019/03/04,投信,0,0,0,0,326,0,672389,0,-326,0,-672389,0.0,4554,354,4831049,261,31701,2361,59662162,5150,-27147,-2007,-54831113,-4889
2019/03/04,外資及陸資,121246,97180,144556731,278934,132361,119572,163337658,319733,-11115,-22392,-18780927,-40799.0,100200,202497,156763177,697820,45819,146069,47076018,500920,54381,56428,109687159,196900
2019/03/05,自營商,35398,246650,32044718,373627,37973,240534,33511817,357139,-2575,6116,-1467099,16488.0,57636,205848,40026592,483355,95681,226105,43965244,458725,-38045,-20257,-3938652,24630
2019/03/05,投信,15,0,30832,0,630,0,1294640,0,-615,0,-1263808,0.0,4555,354,4818589,272,32317,2361,60712342,5362,-27762,-2007,-55893753,-5090
2019/03/05,外資及陸資,112877,95378,135864159,256895,110412,90632,129727837,245954,2465,4746,6136322,10941.0,100221,208760,153536773,669026,39004,147592,38131019,479193,61217,61168,115405754,189833
2019/03/06,自營商,43201,314975,36957370,439967,43440,296146,39659950,373874,-239,18829,-2702580,66093.0,61595,194647,40851593,478109,99910,177130,47544515,392736,-38315,17517,-6692922,85373
2019/03/06,投信,36,2241,74289,3624,0,2381,0,5931,36,-140,74289,-2307.0,4580,354,4893168,237,32306,2501,60969253,6032,-27726,-2147,-56076085,-5795
2019/03/06,外資及陸資,104709,97486,125892148,211463,96165,93949,113704651,211251,8544,3537,12187497,212.0,105183,204737,161321760,680391,35415,135828,33177834,475387,69768,68909,128143926,205004
2019/03/07,自營商,40385,270031,33674067,493327,44200,283005,35738474,532990,-3815,-12974,-2064407,-39663.0,62959,234564,41623604,553733,105089,230093,50297851,478640,-42130,4471,-8674247,75093
2019/03/07,投信,0,0,0,0,553,0,1135214,0,-553,0,-1135214,0.0,4544,354,4787173,372,32823,2501,61670215,7917,-28279,-2147,-56883042,-7545
2019/03/07,外資及陸資,102884,70691,112905329,219427,103203,80987,112884221,255198,-319,-10296,21108,-35771.0,105550,217788,159641996,695665,36040,159175,32245269,556819,69510,58613,127396727,138846
2019/03/08,自營商,47831,341403,45901377,612207,51125,371285,46995614,664400,-3294,-29882,-1094237,-52193.0,61549,234635,42040159,549862,106805,260049,51731778,493734,-45256,-25414,-9691619,56128
2019/03/08,投信,0,0,0,0,815,0,1662397,0,-815,0,-1662397,0.0,4532,354,4716142,399,33626,2501,62930219,9463,-29094,-2147,-58214077,-9064
2019/03/08,外資及陸資,136586,110878,160419943,340461,141813,111463,167201069,358441,-5227,-585,-6781126,-17980.0,103825,234469,157801216,685837,39542,176506,37956412,588783,64283,57963,119844804,97054
2019/03/11,自營商,35399,228658,30233248,352232,34917,235018,28615847,349753,482,-6360,1617401,2479.0,62056,245692,42866934,506508,106596,277384,50989365,467212,-44540,-31692,-8122431,39296
2019/03/11,投信,90,0,183906,0,21,0,34749,0,69,0,149157,0.0,4516,354,4709795,204,33541,2501,62919318,7150,-29025,-2147,-58209523,-6946
2019/03/11,外資及陸資,104447,85633,116193000,232010,105785,83883,118949887,237331,-1338,1750,-2756887,-5321.0,104901,239466,158122387,657886,41956,179753,40749242,551107,62945,59713,117373145,106779
2019/03/12,自營商,54613,417363,51714159,611926,51788,371026,50995571,514112,2825,46337,718588,97814.0,66212,285020,47010066,556567,107924,270341,54478395,472529,-41712,14679,-7468329,84038
2019/03/12,投信,806,61,1668187,33,13,65,26937,13,793,-4,1641250,20.0,4546,350,4829386,95,32778,2501,62092068,2986,-28232,-2151,-57262682,-2891
2019/03/12,外資及陸資,117021,102272,135236543,284726,111920,94093,130456864,264258,5101,8179,4779679,20468.0,105313,249674,160637129,739233,37339,181782,37036941,507456,67974,67892,123600188,231777
2019/03/13,自營商,58130,370411,45228163,513301,52144,386141,40237947,558586,5986,-15730,4990216,-45285.0,70335,218617,48810978,464313,105859,235556,51248118,462808,-35524,-16939,-2437140,1505
2019/03/13,投信,13,153,26889,94,19,154,39238,8,-6,-1,-12349,86.0,4532,349,4804338,145,32770,2501,62164636,2515,-28238,-2152,-57360298,-2370
2019/03/13,外資及陸資,118119,112518,126158381,262408,119295,128126,125018266,283311,-1176,-15608,1140115,-20903.0,103439,226894,159451715,707582,36628,164415,34502551,498607,66811,62479,124949164,208975
2019/03/14,自營商,40683,189217,35619507,298705,40991,207513,33875741,353839,-308,-18296,1743766,-55134.0,67888,229341,46527161,449767,104221,264615,47254624,489673,-36333,-35274,-727463,-39906
2019/03/14,投信,387,0,778179,0,387,0,777707,0,0,0,472,0.0,4531,349,4789555,138,32769,2501,62002887,2418,-28238,-2152,-57213332,-2280
2019/03/14,外資及陸資,104937,66514,116258764,188705,114339,71024,129922637,185843,-9402,-4510,-13663873,2862.0,99100,235450,153625823,682002,41688,177481,42602854,498640,57412,57969,111022969,183362
2019/03/15,自營商,56759,332900,50344586,554826,58466,293408,53312083,426225,-1707,39492,-2967497,128601.0,73936,269659,52908309,555859,112057,265274,56631953,499255,-38121,4385,-3723644,56604
2019/03/15,投信,8742,113,17152418,346,8562,113,16708829,15,180,0,443589,331.0,4538,349,4839533,397,32596,2501,62030309,1397,-28058,-2152,-57190776,-1000
2019/03/15,外資及陸資,135266,92537,165332329,265164,127318,88040,154381038,245436,7948,4497,10951291,19728.0,108418,254488,171381932,771852,43085,192022,48535413,518962,65333,62466,122846519,252890
2019/03/18,自營商,58005,261976,54630005,381782,54462,279100,47306552,409767,3543,-17124,7323453,-27985.0,74881,274879,54687198,629764,110983,287530,51147194,605877,-36102,-12651,3540004,23887
2019/03/18,投信,15134,2100,29447666,297,14856,2100,28795982,5814,278,0,651684,-5517.0,4542,349,4882968,314,32322,2501,61778183,6678,-27780,-2152,-56895215,-6364
2019/03/18,外資及陸資,140079,88515,181920977,211942,137531,85039,180912789,223128,2548,3476,1008188,-11186.0,116322,263158,184868831,897403,48441,197216,60201776,586065,67881,65942,124667055,311338
2019/03/19,自營商,58219,272689,59730683,347121,61672,268969,60435107,300935,-3453,3720,-704424,46186.0,72700,290072,50451401,667615,110932,298931,47609742,603085,-38232,-8859,2841659,64530
2019/03/19,投信,12269,106,18645529,549,12787,102,19720468,102,-518,4,-1074939,447.0,4511,349,4824147,269,32809,2497,62911437,5732,-28298,-2148,-58087290,-5463
2019/03/19,外資及陸資,144493,80410,205147534,188482,142814,77680,201790822,192494,1679,2730,3356712,-4012.0,126605,273672,208560327,931026,57045,205000,80275701,610179,69560,68672,128284626,320847
2019/03/20,自營商,59557,358832,54130999,599648,66409,331546,60553455,473528,-6852,27286,-6422456,126120.0,41626,118102,31813941,404194,91776,103064,41492532,238270,-50150,15038,-9678591,165924
2019/03/20,投信,777,529,1593802,1130,780,487,1597591,424,-3,42,-3789,706.0,4518,347,4844848,394,32819,2453,63049254,5164,-28301,-2106,-58204406,-4770
2019/03/20,外資及陸資,112421,104258,148130497,254144,109268,98404,141934565,267090,3153,5854,6195932,-12946.0,106579,133660,171471560,383161,28200,76494,41549122,219207,78379,57166,129922438,163954
2019/03/21,自營商,38169,237369,34470492,541706,37845,219652,35089235,480163,324,17717,-618743,61543.0,47198,158863,36022740,496871,97063,126082,46418931,282858,-49865,32781,-10396191,214013
2019/03/21,投信,28,0,59281,0,928,0,1964740,0,-900,0,-1905459,0.0,4494,347,4826907,221,33695,2453,65357114,4013,-29201,-2106,-60530207,-3792
2019/03/21,外資及陸資,104640,78057,120769313,224739,96865,66398,106671901,204925,7775,11659,14097412,19814.0,113789,153260,185870582,453403,30638,84513,40854490,234716,83151,68747,145016092,218687
2019/03/22,自營商,41222,251214,39923128,467941,38220,275229,36089029,526687,3002,-24015,3834099,-58746.0,49883,157856,38274400,487433,96746,149088,44845285,341886,-46863,8768,-6570885,145547
2019/03/22,投信,51,0,103986,0,94,0,11844,0,-43,0,92142,0.0,4504,347,4855715,186,33748,2453,65443222,3570,-29244,-2106,-60587507,-3384
2019/03/22,外資及陸資,115616,93225,135224308,274244,121841,81273,145262034,253139,-6225,11952,-10037726,21105.0,109381,166719,177943941,476782,32455,86020,42611263,232317,76926,80699,135332678,244465
2019/03/25,自營商,42508,299738,38519394,580724,47889,320839,45831076,609126,-5381,-21101,-7311682,-28402.0,47682,178289,34669928,573946,99902,190592,48326343,446427,-52220,-12303,-13656415,127519
2019/03/25,投信,57,0,119157,0,936,0,1954816,0,-879,0,-1835659,0.0,4466,347,4690880,479,34589,2453,66105266,6610,-30123,-2106,-61414386,-6131
2019/03/25,外資及陸資,120158,107921,138952855,320379,129765,129633,147407653,408211,-9607,-21712,-8454798,-87832.0,107402,174040,169669819,456305,40083,115053,45047094,389765,67319,58987,124622725,66540
2019/03/26,自營商,39190,280669,37384757,431733,39217,274509,36925702,397235,-27,6160,459055,34498.0,48532,188591,36078248,531378,100713,194689,49403964,390171,-52181,-6098,-13325716,141207
2019/03/26,投信,333,0,700841,0,0,0,0,0,333,0,700841,0.0,4474,347,4740151,237,34264,2453,65963153,4498,-29790,-2106,-61223002,-4261
2019/03/26,外資及陸資,105424,94992,122725007,261955,105287,87285,119292279,257868,137,7707,3432728,4087.0,110340,185326,176486972,455723,42884,118632,47371412,310320,67456,66694,129115560,145403
2019/03/27,自營商,40125,328532,38586556,456594,41083,332756,36312927,473937,-958,-4224,2273629,-17343.0,48945,137376,35069503,474204,102082,136109,46170270,331446,-53137,1267,-11100767,142758
2019/03/27,投信,18,226,37841,135,25,231,52475,1,-7,-5,-14634,134.0,4492,345,4778259,371,34289,2453,65993755,4335,-29797,-2108,-61215496,-3964
2019/03/27,外資及陸資,100985,137318,116770347,315975,102696,129309,119628488,300274,-1711,8009,-2858141,15701.0,108805,173801,172173168,459120,40070,102355,45933528,298429,68735,71446,126239640,160691
2019/03/28,自營商,34430,204527,30443466,400718,33849,200837,31445628,415719,581,3690,-1002162,-15001.0,50506,172744,36070851,524493,103071,167782,48146563,392232,-52565,4962,-12075712,132261
2019/03/28,投信,10,0,9170,0,23,0,48277,0,-13,0,-39107,0.0,4484,345,4738001,412,34294,2453,65838153,4657,-29810,-2108,-61100152,-4245
2019/03/28,外資及陸資,104563,68522,123815383,216334,99204,71432,114090373,211513,5359,-2910,9725010,4821.0,113480,185124,178700247,478280,39386,116588,43053371,332325,74094,68536,135646876,145955
2019/03/29,自營商,50082,346245,49328569,660722,46498,357744,42959780,655524,3584,-11499,6368789,5198.0,56366,187789,42873715,532598,105344,194312,48728869,441927,-48978,-6523,-5855154,90671
2019/03/29,投信,577,0,1222036,0,4,0,8478,0,573,0,1213558,0.0,4491,345,4812817,168,33728,2453,65300916,2961,-29237,-2108,-60488099,-2793
2019/03/29,外資及陸資,129626,119174,148673222,431841,133671,111566,155736829,413179,-4045,7608,-7063607,18662.0,112769,221846,178806048,627627,42720,145720,48907110,410780,70049,76126,129898938,216847
2019/04/01,自營商,48052,376996,40816168,742132,50271,384228,44140504,679909,-2219,-7232,-3324336,62223.0,56641,201454,40908486,594573,107838,215184,50172215,464786,-51197,-13730,-9263729,129787
2019/04/01,投信,225,2100,478878,1499,61,2200,129810,4916,164,-100,349068,-3417.0,4441,345,4738483,118,33514,2553,65124347,6884,-29073,-2208,-60385864,-6766
2019/04/01,外資及陸資,131887,142400,152499637,411374,129772,121710,150462517,381392,2115,20690,2037120,29982.0,114516,247516,180304657,686231,42352,150700,47855652,400681,72164,96816,132449005,285550
2019/04/02,自營商,33405,249560,27505493,425985,34256,238083,28464716,368172,-851,11477,-959223,57813.0,57460,227471,41371808,686290,109505,229692,51682007,501225,-52045,-2221,-10310199,185065
2019/04/02,投信,220,0,469821,0,54,0,115345,0,166,0,354476,0.0,4393,345,4650469,83,33300,2553,64901496,5552,-28907,-2208,-60251027,-5469
